area_id,measure_point_id,sw_0,sw_1,sw_2,sw_3,sw_4,sw_5,sw_6,sw_7,sw_8,sw_9,acid_Zuur,acid_Zwakzuur,acid_Water,ground_water_Vrijdiep,ground_water_Water,ground_water_Zeerondiep,ground_water_Ondiep,ground_water_Diep,stability_Stabiel,stability_Redelijkstabiel,stability_Instabiel,stability_Water,ground_type_Zandenleem,ground_type_Water,ground_type_Veenenzand,ground_type_Veen,ground_type_Kleienzand,ground_type_Leem,ground_type_Zand,pipe_coating,pipe_length,point_label,gradient_label,binned_points,binned_gradients
Deurningen,468,-62.9291409769,-100.049853048,-142.824930623,-169.178505782,-166.26607165,-139.456092851,-109.10123917,-97.6913049814,-114.141195558,-143.72221264,0.0,1.42,0.0,1.42,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.0,1.42,-151.093102778,514.643127805,7,13
Deurningen,468,-100.049853048,-142.824930623,-169.178505782,-166.26607165,-139.456092851,-109.10123917,-97.6913049814,-114.141195558,-143.72221264,-151.093102778,0.0,1.42,0.0,1.42,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.0,1.42,-99.6287899974,1172.49543697,7,18
Deurningen,468,-142.824930623,-169.178505782,-166.26607165,-139.456092851,-109.10123917,-97.6913049814,-114.141195558,-143.72221264,-151.093102778,-99.6287899974,0.0,1.42,0.0,1.42,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.0,1.42,17.6207537001,1342.60839701,12,19
Deurningen,468,-169.178505782,-166.26607165,-139.456092851,-109.10123917,-97.6913049814,-114.141195558,-143.72221264,-151.093102778,-99.6287899974,17.6207537001,0.0,1.42,0.0,1.42,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.0,1.42,151.881593401,584.551507704,16,13
Deurningen,468,-166.26607165,-139.456092851,-109.10123917,-97.6913049814,-114.141195558,-143.72221264,-151.093102778,-99.6287899974,17.6207537001,151.881593401,0.0,1.42,0.0,1.42,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.0,1.42,210.336744172,-508.92796508,16,4
Deurningen,479,3.91015071934,41.243780487,38.5455550599,124.459262622,151.778686804,65.8965736027,-71.233638979,-166.969980526,-173.377598111,-109.689310773,0.0,185.3,0.0,80.6,0.0,0.0,101.11,3.59,185.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.11,0.0,84.19,1.0,185.29,-36.5732734032,731.160373702,10,14
Deurningen,479,41.243780487,38.5455550599,124.459262622,151.778686804,65.8965736027,-71.233638979,-166.969980526,-173.377598111,-109.689310773,-36.5732734032,0.0,185.3,0.0,80.6,0.0,0.0,101.11,3.59,185.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.11,0.0,84.19,1.0,185.29,-9.33983621347,272.334371898,11,11
Deurningen,479,38.5455550599,124.459262622,151.778686804,65.8965736027,-71.233638979,-166.969980526,-173.377598111,-109.689310773,-36.5732734032,-9.33983621347,0.0,185.3,0.0,80.6,0.0,0.0,101.11,3.59,185.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.11,0.0,84.19,1.0,185.29,-40.6387713955,-312.98935182,10,6
Deurningen,479,124.459262622,151.778686804,65.8965736027,-71.233638979,-166.969980526,-173.377598111,-109.689310773,-36.5732734032,-9.33983621347,-40.6387713955,0.0,185.3,0.0,80.6,0.0,0.0,101.11,3.59,185.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.11,0.0,84.19,1.0,185.29,-93.4864414721,-528.476700766,8,4
Deurningen,479,151.778686804,65.8965736027,-71.233638979,-166.969980526,-173.377598111,-109.689310773,-36.5732734032,-9.33983621347,-40.6387713955,-93.4864414721,0.0,185.3,0.0,80.6,0.0,0.0,101.11,3.59,185.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.11,0.0,84.19,1.0,185.29,-108.460317581,-149.738761092,7,7
